Class,mol,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,RingCount,PSA
0,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCCC#N)cc1,442.94,6.0500002,3,1,9,32,0,4,76.860001
0,Fc1ccc(NC(=O)c2ncc(cc2)C#N)cc1[C@]1(N=C(OC[C@H]1F)N)C,371.34079,2.2837,5,1,3,27,2,3,113.39
0,Clc1cc2CC([NH+]=C(N[C@@H](Cc3cscc3-c3cn[nH]c3)C(=O)[O-])c2cc1)(C)C,428.935,0.73989999,1,2,6,29,1,4,123.05
0,Clc1cc2CC([NH+]=C(N[C@@H](Cc3ccccc3)C=3NC(=O)C(=CN=3)C#N)c2cc1)(C)C,432.92529,2.4410999,3,2,5,31,1,4,95.540001
0,s1cc(cc1C1([NH2+]C[C@@H](O)[C@@H](NC(=O)C)Cc2cc(F)cc(F)c2)CC1)CC(C)(C)C,451.5928,4.1034999,2,3,10,31,2,3,94.18
0,S(CC[C@H](NC(=O)CCC(C)C)C(=O)N[C@H]([C@@H](O)C[C@H](C(=O)NCCCC)C)CC(C)C)C,487.73929,3.5952001,5,4,18,33,4,0,132.83
0,Clc1ccccc1-c1scc(-c2ccc(OCCC)cc2)c1CC(=O)NC(=[NH2+])N,428.9549,3.3024001,2,0,8,29,0,3,118.18
0,O=C1N[C@@H](C[C@@H](CCCCCCCC(=O)N[C@H]1C)C)[C@@H](O)C[C@H](C(=O)NCCCC)C,439.63181,3.5567999,4,4,7,31,5,1,107.53
0,Brc1cc(ccc1)C(=O)Nc1ccc(cc1)-c1n(CC(=O)NC(=[NH2+])N)c(cc1)-c1ccccc1,517.39709,3.198,2,1,7,34,0,4,114.74
0,O(CCC)c1cc(cc(N2CCCC2=O)c1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1,579.75012,2.6730001,5,4,14,42,3,4,124.58
0,O=C1N(C)C(N[C@@]1(CC1CCCCC1)CCC1CCCCC1)=N,319.4848,4.8098001,2,1,5,23,1,3,56.189999
0,Clc1cc2CC([NH+]=C(N[C@@H](Cc3cscc3CCC)C(=O)[O-])c2cc1)(C)C,404.9534,2.6466999,0,1,7,27,1,3,94.370003
0,s1c2c(nc1C)C(=[NH+][C@@]2(c1cc(ccc1)-c1cncnc1)c1ccc(OC)cc1)N,414.50281,1.2986,4,0,4,30,1,5,116.13
0,Clc1ccccc1-c1n(CC(=O)NC(=[NH2+])N)c(cc1)-c1ccc(Oc2ccc(cc2)C(=O)C)cc1,487.95749,3.6294,3,0,8,35,0,4,111.94
0,Clc1cc2CC([NH+]=C(N[C@@H](Cc3ccccc3)C3=NOC(=O)[N-]3)c2cc1)(C)C,396.87,2.9698999,4,1,5,28,1,4,81.989998
0,Fc1ccc(NC(=O)c2ncc(cc2)C#N)cc1[C@]1(N=C(O[C@H](C1)C(F)(F)F)N)C,421.3483,2.9528999,5,1,4,30,2,3,113.39
0,Brc1cc(ccc1O)C[C@@H]1CS(=O)(=O)C[C@H]([NH2+]Cc2cc(ccc2)C2CC2)[C@H]1O,481.4231,3.3866999,3,3,6,29,3,4,99.589996
0,Clc1cc(cc(Cl)c1NC(=O)C)C\N=C(\NC(=O)Cn1c2c(cccc2)cc1)/N,432.30319,3.029,3,1,6,29,0,3,101.51
0,Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@H](O)[C@@H]1[NH2+]CCN(C1)C(=O)c1ccccc1,621.73712,3.799,4,3,12,45,3,4,106.56
0,Brc1cc(cc(F)c1N)C[C@@H]1CS(=O)(=O)C[C@H]([NH2+]Cc2cc(ccc2)C(F)(F)C)[C@H]1O,522.39899,1.6655,2,3,6,31,3,3,105.38
0,S(Oc1cc(cc(OCC(=O)NCCCCC[NH3+])c1)C(=O)N[C@H](C)c1ccc(F)cc1)(=O)(=O)Cc1ccccc1,572.66809,2.6547,4,3,15,40,1,3,146.82001
0,O=C1N(C)C(=N[C@@]1(C12CC3CC(C1)CC(C2)C3)c1ccccc1)N,323.43201,3.2567999,2,0,2,24,4,5,58.689999
0,S(=O)(=O)(N(C)c1nc2CC[C@@H](CCc3cc(C[C@]([NH3+])(C)C(OCc(c1)c2)=O)ccc3)C)C,460.6095,2.7265,4,1,2,32,2,3,112.59
0,S(=O)(=O)(CCCCC)c1cc(ccc1)C(=O)N[C@H]([C@H](O)C[NH2+][C@H](C(=O)NC1CCCCC1)C)Cc1ccccc1,572.77899,3.5460999,4,4,15,40,3,3,137.56
0,S1(=O)(=O)N([C@]2(C[C@@H]([N@H+](CC2)Cc2cc(OC(C)C)ccc2)C)CN1C)c1cc(F)ccc1,462.60049,1.6393,2,0,5,32,3,4,62.669998
0,Fc1cc(N2C3(CC[NH+](CC3)Cc3ccc(NC(=O)C)cc3)C(=NC2=O)NC2CCCCC2)ccc1,492.60818,3.0847001,3,1,6,36,2,5,78.239998
0,Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(OC1)N)c1ccc(OC)cc1,363.38489,3.8829999,4,0,4,27,1,4,69.730003
0,O(C)c1ccc(cc1)[C@@]1([NH+]=C(N)[C@H](OC)C1)c1cc(ccc1)-c1cccnc1,374.4556,0.87080002,3,0,5,28,2,4,71.339996
0,Fc1cc(ccc1OC)[C@H](Cc1cc([N+](=O)[O-])ccc1OC)c1nc([nH]c1)N,386.37701,3.0414,3,2,7,28,1,3,116.3
0,O=C(N[C@H]([C@@H](O)C[C@H](C(=O)NCCCC)C)Cc1ccccc1)[C@H]1C[C@H](CCC1)C(NC(=O)C)(C)C,501.7012,3.7512,4,4,13,36,5,2,107.53
0,O=C(NC(=[NH2+])N)Cn1c(ccc1-c1ccccc1)-c1ccccc1,319.3804,1.6648999,1,0,5,24,0,3,85.639999
0,Brc1cc2c(S(=O)(=O)CC[C@@H]2OC(=O)[C@@H]2[NH2+]C[C@]3(C2)c2c(NC3=O)cccc2)cc1,492.36292,0.84570003,4,2,3,30,3,5,114.53
0,O(Cc1ncccc1)c1ccc(cc1CNc1cccnc1N)-c1cc2[nH]ccc2cc1,421.49371,3.7945001,3,3,7,32,0,5,88.849998
0,Fc1cc(cc(F)c1)C[C@H](NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)[C@@H](O)C[NH2+]Cc1cc(OC)ccc1,582.70111,4.4562001,4,3,15,42,2,3,95.480003
0,O(C)c1cc(ccc1)-c1cc(ccc1)[C@@H]1C[C@@H]1C=1N=C(N)N(C)C(=O)C=1,347.41031,3.8431001,3,1,4,26,2,4,70.139999
0,Brc1cc(ccc1C#N)COC(=O)[C@@H]1[NH2+]C[C@]2(C1)c1c(NC2=O)cccc1,427.2713,1.2889,4,2,5,27,2,4,95.800003
0,Clc1cc(ccc1)-c1cc(ccc1)[C@@]1(OCCC(=[NH+]1)N)C,301.79059,1.423,1,0,2,21,1,3,49.220001
0,O=C1N(Cc2ccc(cc2)CNC(=O)Nc2ccc(cc2)C#N)C(N[C@@]1(CC(C)C)C)=N,432.5181,3.957,4,3,7,32,1,3,121.11
0,Clc1cc2nc(n(c2cc1)[C@H](CC(=O)NCC1CCCCC1)CC)N,362.89691,4.3636999,2,2,6,25,1,3,72.940002
0,O(C)c1ccc(cc1)[C@@]1([NH+]=C(N)CC1)c1cc(ccc1)-c1cncnc1,345.4176,0.74519998,3,0,4,26,1,4,75.0
0,Clc1cc2nc(n(c2cc1)[C@H](CC(=O)NC1C2CC3CC1CC(C2)C3)CC)N,400.94489,4.4322,2,2,5,28,6,5,72.940002
0,[nH]1c2cc(ccc2cc1)-c1cc(ccc1)CNc1cccnc1N,314.3837,3.1629,1,3,4,24,0,4,66.730003
0,Clc1cc(cnc1)-c1cc(ccc1)[C@@]12N=C(O[C@@H]1CCCC2)N,327.80801,3.7929001,3,0,2,23,2,4,60.5
0,O=C1Nc2c(cccc2)[C@]12C[C@@H]([NH2+]C2)C(OCc1ccc(cc1)C#N)=O,348.37521,0.54049999,4,2,5,26,2,4,95.800003
0,O=C1N(C)C(=NC(=C1)[C@H]1C[C@H]1c1ccc(cc1)-c1cc(ccc1)C)N,331.41089,4.3456998,2,1,3,25,2,4,60.91
0,O=C1N(C)C(N[C@](C1)(C)[C@@H]1C[C@H]1c1ccccc1)=N,257.3309,1.6864001,2,1,2,19,3,3,56.189999
0,Brc1cc2c(SCC[C@@H]2OC(=O)[C@@H]2[NH2+]C[C@]3(C2)c2c(NC3=O)cccc2)cc1,460.36411,1.8615,3,2,3,28,3,5,97.309998
0,S(=O)(=O)(Nc1cc(Nc2ncnc(c2)-c2ccccc2)ccc1C)C,354.42609,3.4874001,3,2,5,25,0,3,92.360001
0,O(C)c1cc(ccc1)-c1cc(ccc1)CCc1nc(N)ccc1,304.38559,4.4145002,2,1,5,23,0,3,48.139999
0,O(C(=O)[C@@H]1[NH2+]C[C@]2(C1)c1c(NC2=O)cccc1)C1(CCCCC1)C#N,340.3963,0.73659998,4,2,2,25,2,4,95.800003
0,Clc1cc2nc(n(c2cc1)CCCC(=O)N(C)C1CCCCC1)N,348.8703,3.6591001,2,1,5,24,0,3,64.150002
0,O=C([O-])[C@@H](\[NH+]=C\1/NC(Cc2c/1cccc2)(C)C)Cc1ccccc1,322.40091,1.2862999,0,1,4,24,1,3,66.129997
0,Brc1cc2c(OC(C[C@@]23N=C(N)N(C)C3=O)(C)C)cc1,338.19971,1.9776,3,0,0,20,1,3,67.919998
0,[NH+]=1C(C=2N(CCCN=2)C=1N)(c1ccccc1)c1ccccc1,291.3703,0.8247,1,0,2,22,0,4,55.59
0,O(C)c1cc(cnc1)-c1cc(ccc1)CNc1cccnc1N,306.36169,2.2182,3,2,5,23,0,3,73.059998
0,S1CC[C@@](N=C1N)(C)c1ccc(OC)cc1,236.33321,2.3116,3,0,2,16,1,2,72.910004
0,O=C1N(C)C(=N[C@@](C1)(CCc1ccccc1)C)N,245.32021,1.9431,2,0,3,18,1,2,58.689999
0,O=C1N(Cc2ccc(cc2)CNC(=O)NCCCC)C(N[C@@]1(CC(C)C)C)=N,387.51901,3.5523,3,3,9,28,1,2,97.32
0,O=C1Nc2c(cccc2)[C@]12C[C@@H]([NH2+]C2)C(OCc1ccccc1)=O,323.36581,0.66159999,3,2,4,24,2,4,72.010002
0,[nH]1c2cc(ccc2cc1)CCc1nc(N)ccc1,237.2997,2.6902001,1,2,3,18,0,3,54.700001
0,O1[C@@H]2COCC[C@@]2(N=C1N)c1cc(ccc1)-c1cncnc1,296.32379,0.87709999,5,0,2,22,2,4,82.620003
0,[NH+]=1[C@](N=C(c2ccccc2)C=1N)(C)c1cc(ccc1)-c1cccnc1,327.4024,1.4339,2,0,3,25,1,4,65.239998
0,n1cccc(NCc2cc(ccc2)-c2cccnc2)c1N,276.33569,2.2346001,2,2,4,21,0,3,63.830002
0,O1CCC(OC(=O)[C@@H]2[NH2+]C[C@]3(C2)c2c(NC3=O)cccc2)CC1,317.35959,-1.0807,4,2,3,23,2,4,81.239998
0,O=C1NC(=NC(=C1)CCc1cc2[nH]ccc2cc1)N,254.2872,1.7381001,2,3,3,19,0,3,87.559998
0,Clc1cc(ccc1OCCCC)CSC(=[NH2+])N,273.80209,2.3017001,2,0,7,17,0,1,86.139999
0,o1cccc1C[N@H+](Cc1cc(ccc1)CCc1cccnc1N)C,322.4241,1.9561,2,1,7,24,1,3,56.490002
0,n1cccc(NCc2ccccc2)c1N,199.25169,1.8668,1,2,3,15,0,2,50.939999
0,Clc1cc(ccc1)CN1C(=O)[C@](NC1=N)(CC(C)C)C,293.79181,3.3757999,2,1,4,20,1,2,56.189999
0,Fc1ccc(cc1)CC1CC[NH2+]CC1,194.26849,1.4164,0,1,2,14,0,2,16.610001
0,O=C1N(C)C(=NC(=C1)[C@H]1C[C@H]1c1ccccc1)N,241.28841,2.3411,2,1,2,18,2,3,60.91
0,Clc1cc(ccc1)CN1C(=O)C(NC1=N)(C)C,251.7121,2.1441,2,1,2,17,0,2,56.189999
0,Clc1cc2nc(n(c2cc1)CCCO)N,225.6748,1.4887,2,2,3,15,0,2,64.07
0,n1c2c(nc(N)c1N1CCCC1)cccc2,214.2664,2.2544,2,1,1,16,0,3,55.040001
0,Clc1cc(ccc1)CCc1cccnc1N,232.70869,3.5697999,1,1,3,16,0,2,38.91
0,n1ccc2c(cccc2)c1N,144.1732,1.383,1,1,0,11,0,2,38.91
0,n1c2c(ccc1N)cccc2,144.1732,1.8115,1,1,0,11,0,2,38.91
0,O1CC[NH+](CC1)CC(O)COc1cc(ccc1C)C,266.35599,0.54100001,3,1,5,19,0,2,43.130001
0,O=C1NC(=NC(=C1)CCC)N,153.1817,0.92820001,2,2,2,11,0,1,71.769997
1,OC(C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C([NH3+])Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2)CO)CCC(=O)[O-])C(C)C)CC(=O)N)CC(C)C)CC(C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-])C)C,1350.4733,-3.9500999,12,15,40,97,0,5,525.06
1,S(=O)(=O)(CC(NC(OCn1nc(cc1C)C)=O)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCC(C)C)C)CC(C)C)C,658.85022,2.1491001,8,5,19,45,0,1,206.2
1,OC(C(NC(=O)C(NC(=O)C(NC(=O)C([NH3+])CCC(=O)[O-])CC(C)C)CC(=O)[O-])CC(C)C)CC(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-])C,933.03271,-3.1736,7,8,31,66,0,1,382.98999
1,Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C)C(=O)N1CCCC1COC)C(O)C1[NH2+]CC(Oc2ccccc2)C1,608.69531,3.0734999,5,3,11,44,0,5,104.71
1,S(=O)(=O)(N1CC([NH2+]CC1)C(O)C(NC(=O)c1cc(cc(c1)C)C(=O)N1CCCC1COC)Cc1cc(F)cc(F)c1)c1cc(ccc1)C,685.8009,2.602,5,3,11,48,0,5,141.24001
1,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)C(=O)NC(C(C)C)C(=O)NCc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,851.9549,3.9826,8,5,20,60,0,4,200.85001
1,OC(C(NC(=O)C(NC(=O)C(NC(=O)C([NH3+])CCC(=O)[O-])C(C)C)CC(=O)N)CC(C)C)CC(C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-])C)C,890.9762,-4.3611002,8,9,29,63,0,1,385.95001
1,s1cc(cc1C12N=C(N)N(C)C(=O)C1CN(C2)c1nc(OC)ccc1)-c1cc(ccc1)C#N,458.53549,3.3973,5,0,4,33,0,5,136.08
1,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NC(C)C)C)CC(C)C)C(=O)NC(C)c1ccccc1)C,701.9162,3.6277001,6,5,17,49,0,2,182.39
1,Clc1cc(sc1C1(NC(=[NH2+])N(C)C(=O)C1)C)-c1cc(cnc1)C#CC,373.8797,1.7465,2,1,2,25,0,3,99.059998
1,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(OC)ccc1)C(=O)NC(C)c1ccccc1)C,659.81482,2.6861,5,4,15,47,0,4,150.03
1,s1cc(cc1C12N=C(N)N(C)C(=O)C1CN(C2)C(=O)c1ccccc1)-c1cc(ccc1)C#N,455.53149,2.7325001,4,0,4,33,0,5,131.03
1,s1cc(cc1C12N=C(N)N(C)C(=O)C1CN(C2)c1ncccc1OC)-c1cc(ccc1)C#N,458.53549,2.8555,5,0,5,33,0,5,136.08
1,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OCCOC)C(=O)NC(C(C)C)C(=O)NCc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,896.00751,3.8517001,9,5,23,63,0,4,210.08
1,O=C1N(C)C(=[NH2+])NC1(C1CC1)c1cc(ccc1)-c1cc(cnc1)C#CC,345.4176,2.3763001,2,1,3,26,0,4,70.82
1,s1cc(cc1C12N=C(N)N(C)C(=O)C1CN(C2)c1ncccc1C#N)-c1cc(ccc1)C#N,453.51901,2.7507999,5,0,4,33,0,5,150.64
1,O=C(c1cc2CN(CCC(=O)N(C)C3CCCCC3)C(=[NH+]c2cc1)N)c1ccccc1,419.53922,2.0543001,2,0,6,31,0,4,80.610001
1,S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC(Cc1ccccc1)C(O)(O)C[NH2+]C1CCOCC1)C,571.70819,0.096600004,5,4,9,40,0,5,146.09
1,Clc1cc(cc(C)c1NC(=O)C)CN\C(=N/C(=O)c1c(nsc1C)-c1ccc(OC)cc1)\N,485.98639,3.7702999,5,1,7,33,0,3,146.94
1,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C[NH2+]C(C(O)C)C(=O)NCC(C)C)C(=O)NC(C)c1ccccc1)C,666.85052,1.8548,5,5,16,47,0,3,169.89999
1,O1CCCCCCNC(=O)CC(NC(=O)C(NC1=O)C(C)C)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCc1ccccc1)C)CC(C)C,730.93433,3.6357999,8,7,14,52,0,2,204.06
1,Fc1ccc(NC(=O)C(CC([NH3+])C(NC(=O)c2cc(ccc2)C(=O)N(CCC)CCC)Cc2ccccc2)C)cc1,561.71002,4.1992002,3,3,14,41,0,3,106.15
1,Fc1c2c(ccc1)C([NH+]=C2N)(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)C(F)F,432.4205,1.8608,3,0,4,32,0,5,78.660004
1,Clc1cc(cc(Cl)c1N)CN\C(=N/C(=O)c1c(nsc1C)-c1ccc(OC)cc1)\N,464.36819,4.0815001,4,1,6,30,0,3,143.86
1,s1cc(cc1C1(N=C(N)N(C)C(=O)C1)C)-c1cc(ccc1)C#N,324.40009,2.2888999,3,0,3,23,0,3,110.72
1,Clc1cc(cnc1)-c1cc(ccc1)C1(NC(=[NH2+])N(C)C1=O)C1CC1,341.8147,1.9641,2,1,3,24,0,4,70.82
1,s1c(ccc1-c1cc(C#N)c(F)cc1)C12N=C(N)N(C)C(=O)C1CN(C2)c1ccccc1,445.5119,4.1146998,3,0,3,32,0,5,113.96
1,O(C)c1cc(ccc1)-c1cc(ccc1)C1(NC(=[NH2+])N(C)C1=O)c1ccccc1,372.4397,2.1852,2,1,4,28,0,4,67.160004
1,O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C(=O)C1)C,323.38889,2.6677001,3,0,3,24,0,3,67.919998
1,O(C)c1cc(ccc1)CN1CC(NC1=O)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(N(C)C)ccc1,546.68042,2.4159999,4,4,13,40,0,4,110.75
1,O=C1N(C)C(=[NH2+])NC1(c1cc(ccc1)-c1cccnc1)c1ccccc1,343.40179,1.051,2,1,3,26,0,4,70.82
1,O(c1cc2CN(C(CCC(=O)N(C)C3CCCCC3)C3CCCCC3)C(=[NH+]c2cc1)N)c1ccccc1,503.6987,4.7490001,2,0,8,37,0,5,72.769997
1,O=C1N(C)C(=[NH2+])NC1(c1ccccc1)c1ccccc1,266.31769,0.6832,1,1,2,20,0,3,57.93
1,O=C1NC(CN1Cc1ccccc1)(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(N(C)C)ccc1,606.77698,4.3000002,3,4,14,45,0,5,101.52
1,n1c2c(cc(cc2)-c2ccccc2C#CC(C)(C)C)ccc1N,300.39691,5.3207002,1,1,2,23,0,3,38.91
1,O=C(NCC1CCCCC1)CCc1cc2c(nc1N)cccc2,311.4213,3.6993999,2,2,5,23,0,3,68.010002
1,O=C(N(C)C1CCCCC1)CCc1cc2c(nc1N)cccc2,311.4213,3.5748,2,1,4,23,0,3,59.220001
1,s1cc(cc1)-c1cc2c(nc(N)cc2)cc1,226.29691,2.6273,1,1,1,16,0,3,67.150002
1,Clc1cc(C[NH+]2CCC(NC(=O)COc3ccc(S(=O)(=O)N)cc3C)CC2)c(OC(C)C)c(OC)c1,541.0799,1.5249,5,2,10,36,0,3,129.77
1,Clc1cc(C[NH+]2CCC(NC(=O)COc3ccc(S(=O)(=O)N)cc3)CC2)c(OC(C)C)c(OC)c1,527.05328,1.0387,5,2,10,35,0,3,129.77
1,Oc1ccc(cc1C1CCCCC1)CC[NH3+],220.3306,2.1761,1,2,3,16,0,2,47.869999
1,Oc1ccc(cc1CC)CC[NH3+],166.2401,0.92729998,1,2,3,12,0,1,47.869999
1,Oc1ccc(cc1)CC([NH3+])C,152.21359,0.3624,1,2,2,11,0,1,47.869999
1,Oc1ccc(cc1)CC[NH3+],138.187,-0.0151,1,2,2,10,0,1,47.869999
1,O=C(NCCC(C)(C)C)C(Cc1cc2cc(ccc2nc1N)-c1ccccc1C)C,403.55969,5.7644,2,2,7,30,0,3,68.010002
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(O)C1,615.73102,1.4277,5,5,13,44,0,4,135.58
1,Fc1cc(ccc1C)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,498.6525,3.3870001,4,3,9,36,0,4,88.059998
1,Fc1cc(ccc1)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,484.62601,2.9008,4,3,9,35,0,4,88.059998
1,Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\OC)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,639.75238,3.8162999,6,3,17,46,0,3,117.07
1,S(=O)(=O)(N(C)c1cc2cc(NCCCCOc3cc(CC(NC2=O)C(O)C[NH2+]Cc2cc(ccc2)C(C)C)ccc3)c1)CCC,637.85242,4.7982998,4,4,10,45,0,4,132.96001
1,O1CCCCOc2cc(CC(NC(=O)c3cc(N4CCCC4=O)cc1c3)C(O)C[NH2+]C1(CC1)c1cc(ccc1)C(C)C)ccc2,612.7782,5.9232998,5,3,7,45,0,6,104.71
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2cccnc2)C1,706.84161,2.2691,6,4,16,51,0,5,137.47
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2ncccc2)C1,706.84161,2.4842,6,4,16,51,0,5,137.47
1,s1ccnc1-c1cc(cc(F)c1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,597.76367,2.8355999,6,3,12,42,0,5,138.42
1,Fc1cc(cc(c1)C#C)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,538.67328,3.7644,5,4,11,39,0,4,97.290001
1,Fc1cc(ccc1F)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,502.61639,3.1063001,4,3,9,36,0,4,88.059998
1,Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,612.72711,3.743,5,4,16,44,0,3,115.71
1,S(=O)(=O)(N(C)c1cc2cc(NCCCCOc3cc(CC(NC2=O)C(O)C[NH2+]C2(CC2)c2cc(ccc2)C(C)C)ccc3)c1)CCC,663.88959,6.1561999,4,4,10,47,0,5,132.96001
1,S1(=O)(=O)CC(Cc2cc(OC(C(F)(F)F)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,601.59711,3.9575,3,3,10,40,0,3,114.61
1,S1(=O)(=O)CC(Cc2cc(O[C@H](COC)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,577.65167,2.8192,4,3,11,39,1,3,123.84
1,S1(=O)(=O)CC(Cc2cc(OC(C(F)(F)F)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(O)(C)C)C1,603.56989,2.5351,4,4,10,40,0,3,134.84
1,S1(=O)(=O)CC(Cc2cc(OC(C(F)(F)F)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(CO)(C)C)C1,617.5965,2.8668001,4,4,11,41,0,3,134.84
1,Fc1ccc(cc1OC(F)(F)F)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,568.62329,5.0207,5,3,11,40,0,4,97.290001
1,FC(F)(F)c1cc(ccc1)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,534.63348,3.6375999,4,3,10,38,0,4,88.059998
1,Fc1ccc(cc1C#N)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,509.63541,2.7797,5,3,9,37,0,4,111.85
1,Fc1c2c(ccc1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(NC(=O)c2ncccc2)ccc1,481.5209,4.0102,4,1,5,36,0,5,102.37
1,O=C(NCC1CCCCC1)C(Cc1cc2cc(ccc2nc1N)-c1ccccc1C)C,415.5704,6.1665001,2,2,6,31,0,4,68.010002
1,O1c2c(cc(cc2)CC)C([NH2+]CC(O)C2NC(=O)C=3C=C(N4CCCC4)C(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,625.82013,5.3242002,4,3,6,46,0,7,100.41
1,Fc1c2c(cc(F)c1)C(N=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,494.53461,5.5974998,3,0,4,37,0,5,73.269997
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,657.81073,2.7086999,5,4,16,47,0,4,124.58
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(Oc2ccccc2)C1,691.82703,3.5992999,5,4,15,50,0,5,124.58
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(Oc2ncccc2)C1,692.815,2.9905,6,4,15,50,0,5,137.47
1,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2cc(ccc2)C(F)(F)F)C1,773.8515,4.362,5,4,17,55,0,5,124.58
1,O1c2ncc(cc2C([NH2+]CC(O)C2NC(=O)C=3C=CC(=O)N(CCCc4cc(C2)ccc4)C=3)CC12CCC2)CC(C)(C)C,585.75623,4.5502,5,3,6,43,0,6,110.06
