name,measured log(solubility:mol/L),SMILES,MolWt,HeavyAtomCount,RingCount,LogP,MaxPartialCharge,MinPartialCharge,NOCount
Hexadecane,-8.4,CCCCCCCCCCCCCCCC,226.44799999999992,16.0,0.0,6.487600000000007,-0.0533059727891253,-0.0653823832227926,0.0
2-aminoanthracene,-5.17,Nc3ccc2cc1ccccc1cc2c3 ,193.249,15.0,3.0,3.575200000000001,0.0319929705114904,-0.3987108776915652,1.0
2-Heptanone,-1.45,CCCCCC(=O)C,114.188,8.0,0.0,2.1557000000000004,0.1293399488649191,-0.3000310235003908,1.0
Malonic acid diethylester,-0.82,CCOC(=O)CC(=O)OCC,160.16899999999998,11.0,0.0,0.5027,0.3166348316492712,-0.4655452094859222,4.0
Sulfanilamide,-1.34,Nc1ccc(cc1)S(N)(=O)=O,172.20899999999995,11.0,1.0,-0.0837999999999999,0.237547699257619,-0.3987277210995827,4.0
3-Hexanol,-0.8,CCCC(O)CC,102.177,7.0,0.0,1.5574,0.0537119051785569,-0.3931423955826943,1.0
hydrobenzoin,-1.93,c1ccccc1C(O)C(O)c2ccccc2,214.264,16.0,2.0,2.4536000000000007,0.1090378071095533,-0.3853273297175586,2.0
"2,3-Dichloronitrobenzene",-3.48,O=N(=O)c1c(Cl)c(Cl)ccc1,192.00100000000003,11.0,1.0,2.901600000000001,0.2889067136126961,-0.258262479856549,3.0
"1,3,5-Trichlorobenzene",-4.48,Clc1cc(Cl)cc(Cl)c1,181.449,9.0,1.0,3.6468000000000007,0.043511410394859,-0.0842333210442822,0.0
Pebulate,-3.53,CCCCN(CC)C(=O)SCCC,203.351,13.0,0.0,3.3716000000000026,0.2811174763473201,-0.3338883035477503,2.0
Glafenine,-4.571,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.80800000000016,26.0,3.0,3.141800000000001,0.3398452459326093,-0.4591895220205179,6.0
oryzalin,-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,346.3650000000001,23.0,1.0,1.7768000000000002,0.3005254671595335,-0.3603640240500528,10.0
"1,3-Benzenediol",0.81,Oc1cccc(O)c1,110.11199999999998,8.0,1.0,1.0978,0.1187636737862982,-0.5078233297968214,2.0
"2,2',3,3',5,5',6,6'-PCB",-9.15,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,429.77200000000016,20.0,2.0,8.580799999999998,0.0687315958407505,-0.0826315041456614,0.0
Trichloromethane,-1.17,ClC(Cl)Cl,119.378,4.0,0.0,1.9864,0.1801066354777967,-0.0874115277790443,0.0
1-Napthol,-2.22,Oc1cccc2ccccc12,144.17299999999997,11.0,2.0,2.5454000000000008,0.1228987281920832,-0.5073115174760925,1.0
"1,3-Dinitrobenzene",-2.29,O=N(=O)c1cccc(c1)N(=O)=O,168.10799999999995,12.0,1.0,1.503,0.2758010857126873,-0.258305978673261,6.0
Acephate,0.54,COP(=O)(NC(C)=O)SC ,183.169,10.0,0.0,1.24,0.3521762429195693,-0.3090914542744625,4.0
4-Pentene-1-ol,-0.15,OCCCC=C,86.134,6.0,0.0,0.9449,0.0433477353129913,-0.3963648393296644,1.0
Ethyl butyrate,-1.28,CCCCCOC(=O)CC,144.21399999999997,10.0,0.0,2.1298000000000004,0.3049964096644517,-0.465682528839917,2.0
Pyridine,0.76,c1ccncc1,79.10199999999998,6.0,1.0,1.0816,0.0267287682952611,-0.264736970888988,1.0
RTI 22,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,296.374,22.0,3.0,3.179720000000001,0.2589965490666714,-0.3775895094139713,5.0
"2-Methyl-1,3-Butadiene ",-2.03,CC(=C)C=C,68.11900000000001,5.0,0.0,1.7485,-0.0403835494264105,-0.0988231071835824,0.0
"2,4-PCB",-5.25,Clc1ccc(cc1)c2ccccc2Cl ,223.102,14.0,2.0,4.660400000000002,0.0483887010284016,-0.0843437391002565,0.0
2-Methylbutane,-3.18,CCC(C)C,72.151,5.0,0.0,2.0524,-0.0473949256098791,-0.0651384089973608,0.0
Ethyl octanoate,-3.39,CCCCCCCC(=O)OCC,172.26799999999997,12.0,0.0,2.910000000000001,0.3052674256589752,-0.4659692078794497,2.0
metharbital,-2.23,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,198.222,14.0,1.0,0.5009999999999999,0.3300181467548029,-0.2766507411162939,5.0
phenobarbital,-2.322,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,232.239,17.0,2.0,0.7003999999999997,0.3276510185778574,-0.2765230180661798,5.0
Azodrin,0.651,CNC(=O)C=C(C)OP(=O)(OC)OC,223.165,14.0,0.0,1.0537,0.5286943354613354,-0.4086565402666403,6.0
5-Ethyl-5-phenylbarbital,-2.322,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.239,17.0,2.0,0.7003999999999997,0.3276510185778574,-0.2765230180661798,5.0
nicotinamide,0.61,NC(=O)c1cccnc1 ,122.12699999999997,9.0,1.0,0.1805000000000001,0.2497619496515242,-0.3655506403996573,3.0
RTI 24,-5.36,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,273.723,19.0,3.0,3.458700000000001,0.258989202210779,-0.3241325925639713,4.0
Anilofos,-4.432,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,367.86,21.0,1.0,4.331900000000004,0.2467959009540916,-0.3250307599494685,4.0
Metolcarb,-1.803,c1ccccc1(OC(=O)NC),151.165,11.0,1.0,1.4048,0.4118383339624203,-0.4103661191555061,3.0
Acridine,-3.67,c3ccc2nc1ccccc1cc2c3,179.22199999999998,14.0,3.0,3.3880000000000017,0.0709227123296695,-0.2477973090328596,1.0
Butabarbital,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,212.249,15.0,1.0,0.7948999999999993,0.3276321616212475,-0.276813531680065,5.0
1-Methylphenanthrene,-5.85,Cc1cccc2c1ccc3ccccc32,192.261,15.0,3.0,4.301420000000003,-0.0102749805072097,-0.0616289926959455,0.0
"1,2,4,5-Tetrabromobenzene",-6.98,Brc1cc(Br)c(Br)cc1Br,393.698,10.0,1.0,4.7366,0.0328977070997546,-0.0495637373649089,0.0
Cyclobutyl-5-spirobarbituric acid,-1.655,O=C2NC(=O)C1(CCC1)C(=O)N2,168.15200000000002,12.0,2.0,-0.4773,0.3276318712887908,-0.2768227177722895,5.0
Napropamide,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,271.36,20.0,2.0,3.475500000000002,0.2628247333623562,-0.4802485750948587,3.0
L-arabinose,0.39,C1OC(O)C(O)C(O)C1O,150.13,10.0,1.0,-2.5823000000000005,0.1831150062338084,-0.3878997004049285,5.0
Dibromomethane,-1.17,BrCBr,173.83499999999998,3.0,0.0,1.7337,0.0587888881186726,-0.0802486508172903,0.0
Triamterene,-2.404,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,253.26900000000003,19.0,3.0,0.8334000000000001,0.2236679009263602,-0.381809299028724,7.0
cortisone acetate,-4.21,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,402.48700000000025,29.0,4.0,2.560600000000001,0.3025656724941941,-0.4577419250897017,6.0
"2,4'-PCB",-5.28,Clc1ccc(cc1)c2ccccc2Cl ,223.102,14.0,2.0,4.660400000000002,0.0483887010284016,-0.0843437391002565,0.0
m-Methylaniline,-0.85,Cc1cccc(N)c1,107.156,8.0,1.0,1.5772199999999998,0.0316140183227084,-0.3987208576131167,1.0
butallylonal,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,303.156,17.0,1.0,1.6836,0.3276324874079743,-0.2768024644249482,5.0
5-Nonanone,-2.58,CCCCC(=O)CCCC,142.242,10.0,0.0,2.935900000000001,0.1324109690533248,-0.2997179119890417,1.0
Ronnel,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,321.549,16.0,1.0,4.542900000000002,0.3795716419764453,-0.4224807898943267,3.0
Propanil,-3.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.083,13.0,1.0,3.3419000000000016,0.2235910028039517,-0.3260519471453986,2.0
"2,2,4,6,6'-PCB",-7.32,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,326.437,17.0,2.0,6.620600000000001,0.0514778635989478,-0.0842325547422037,0.0
"1,1,2,2-Tetrachloroethane",-1.74,ClC(Cl)C(Cl)Cl,167.85,6.0,0.0,2.5938,0.1373436125313979,-0.1023649901934849,0.0
Dexamethasone,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.4670000000002,28.0,4.0,1.8957,0.1899061922268699,-0.3897124158559765,5.0
"3,4-Dimethylpyridine",0.36,Cc1ccncc1C,107.156,8.0,1.0,1.69844,0.0299178078446771,-0.2644390050909886,1.0
2-Nonanone,-2.58,CCCCCCCC(=O)C,142.242,10.0,0.0,2.935900000000001,0.1293399502822649,-0.300031023494696,1.0
"2,4,6-PCB",-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,257.547,15.0,2.0,5.313800000000001,0.0498886651419834,-0.084343739047924,0.0
"2,3-Dimethylbutane",-3.65,CC(C)C(C)C,86.178,6.0,0.0,2.2984,-0.0448126590842044,-0.062529132306798,0.0
"1,4-Dibromobenzene",-4.07,Brc1ccc(Br)cc1,235.906,8.0,1.0,3.2116000000000007,0.0175540651133224,-0.0508383299396023,0.0
Sulfallate,-3.39,CCN(CC)C(=S)SCC(Cl)=C,223.794,12.0,0.0,3.0988000000000016,0.1362057679290003,-0.3580717846226461,1.0
Ethyl nonanoate,-3.8,CCCCCCCCC(=O)OCC,186.295,13.0,0.0,3.3001000000000023,0.3052674256589853,-0.4659692078794497,2.0
Minoxidil,-1.989,Nc1cc(nc(N)n1=O)N2CCCCC2 ,209.253,15.0,2.0,-0.1303000000000003,0.3456335047027226,-0.7540037244649248,6.0
DDE,-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,318.0300000000001,18.0,2.0,6.187900000000003,0.1147600193886465,-0.0843437390473701,0.0
"1,2-Dinitrobenzene",-3.1,O=N(=O)c1ccccc1N(=O)=O,168.10799999999995,12.0,1.0,1.503,0.345528495201059,-0.2580873293823211,6.0
Chloroethylene,-1.75,ClC=C,62.499,3.0,0.0,1.3687,-0.0029594085237178,-0.0935979156531973,0.0
3-Methylpentane,-3.68,CCC(C)CC,86.178,6.0,0.0,2.442500000000001,-0.0448047100395457,-0.0651284736461816,0.0
trans-2-Pentene ,-2.54,CC/C=C/C,70.135,5.0,0.0,1.9725,-0.0379428730736741,-0.0916744470464646,0.0
2-Methylpropan-1-ol,0.1,CC(C)CO,74.12299999999999,5.0,0.0,0.6347,0.0453488037875541,-0.396109843837469,1.0
2-Chloronapthalene,-4.14,Clc1ccc2ccccc2c1,162.61899999999997,11.0,2.0,3.4932000000000016,0.0411876649918607,-0.0843210297194745,0.0
TEFLUBENZURON,-7.28,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,381.1120000000001,24.0,2.0,4.511700000000001,0.3257441202266293,-0.3047890014290249,4.0
Monotropitoside,-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,446.405,31.0,3.0,-2.884799999999998,0.3411430913396073,-0.4653181370857119,12.0
Mirex,-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,545.5460000000002,22.0,6.0,6.222999999999999,0.1632447851252011,-0.1129417072895122,0.0
theobromine,-2.523,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,180.167,13.0,2.0,-1.0397,0.329317287720985,-0.3278697741177671,6.0
"2,4-Dichlorophenol ",-1.55,Oc1ccc(Cl)cc1Cl,163.003,9.0,1.0,2.699,0.1337734077298626,-0.5063937792446614,1.0
Glutethimide,-2.337,CCC1(CCC(=O)NC1=O)c2ccccc2 ,217.268,16.0,2.0,1.771,0.2367039782146347,-0.2956798824960259,3.0
RTI 10,-3.672,O2c1ccccc1N(C)C(=O)c3cccnc23 ,226.235,17.0,3.0,2.4639000000000006,0.2631243980705084,-0.4359772354260429,4.0
Ethyl heptanoate,-2.74,CCCCCCC(=O)OCC,158.241,11.0,0.0,2.5199000000000007,0.305267425653484,-0.4659692078794566,2.0
cytosine,-1.155,Nc1cc[nH]c(=O)n1 ,111.104,8.0,1.0,-0.6479000000000001,0.3463487166265731,-0.3834837462215861,4.0
Ipazine,-3.785,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,243.742,16.0,1.0,2.1915,0.2309391561761837,-0.3518666696279305,5.0
2-Napthol,-2.28,Oc1ccc2ccccc2c1,144.17299999999997,11.0,2.0,2.5454,0.1157165246077185,-0.507943524733119,1.0
o-Hydroxybenzamide,-1.82,NC(=O)c1ccccc1O,137.13799999999998,10.0,1.0,0.4911,0.2519536836530817,-0.5071219157350979,3.0
Bibenzyl ,-4.62,C(Cc1ccccc1)c2ccccc2,182.266,14.0,2.0,3.4718000000000018,-0.0238242843866094,-0.0622487359876918,0.0
Hydrocortisone 21-acetate,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,29.0,4.0,2.3524000000000003,0.3025656724874257,-0.4577419270681255,6.0
p-Chloroacetanilide,-2.843,CC(=O)Nc1ccc(Cl)cc1,169.611,11.0,1.0,2.2984,0.2207474158476522,-0.3263373377621824,2.0
Diisopropylsulfide,-2.24,CC(C)SC(C)C,118.245,7.0,0.0,2.5364000000000004,-0.0007106039262862,-0.1563223298084697,0.0
"1,2-Dichlorobenzene",-3.05,Clc1ccccc1Cl,147.00399999999996,8.0,1.0,2.9934000000000003,0.0591803442783615,-0.082713195464924,0.0
Equilenin,-5.24,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.34,20.0,4.0,3.9444000000000026,0.1389025244442891,-0.5079435219365699,2.0
diphenamid,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,239.318,18.0,2.0,2.9067000000000016,0.2335592242226243,-0.3479998413429847,2.0
Benzyltrifluoride,-2.51,FC(F)(F)c1ccccc1,146.111,10.0,1.0,2.705400000000001,0.4159095025194128,-0.1661375500065051,0.0
2-Ethylhexanal,-2.13,CCCCC(CC)C=O,128.21499999999995,9.0,0.0,2.401700000000001,0.1225574576844664,-0.3030893922391953,1.0
Tetrahydropyran ,-0.03,C1CCOCC1,86.134,6.0,1.0,1.1869,0.0465548550524813,-0.3814524244186342,1.0
"2,3',5-PCB",-6.01,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,257.547,15.0,2.0,5.313800000000001,0.0484946546931616,-0.0843213885894154,0.0
o-Methoxyphenol,-1.96,COc1ccccc1O,124.13899999999995,9.0,1.0,1.4008,0.159973721120165,-0.5042548357902157,2.0
Pyrene,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34,202.256,16.0,4.0,4.584000000000002,-0.0026808061111411,-0.0610325863809814,0.0
4-Ethyltoluene,-3.11,CCc1ccc(C)cc1,120.19499999999996,9.0,1.0,2.5574200000000005,-0.0307437504290547,-0.0612941353882633,0.0
benzothiazole,-1.5,c2ccc1scnc1c2 ,135.191,9.0,2.0,2.2963,0.0811506358518838,-0.2446656935595745,1.0
Thiram,-3.9,CN(C)C(=S)SSC(=S)N(C)C ,240.444,12.0,0.0,2.0608,0.1464518313738576,-0.3629610952721047,2.0
3-methylindole,-2.42,Cc1c[nH]c2ccccc12 ,131.17799999999997,10.0,2.0,2.4763200000000003,0.0456176698080423,-0.3609008962065418,1.0
eucalyptol,-1.64,CC12CCC(CC1)C(C)(C)O2 ,154.253,11.0,3.0,2.7441000000000013,0.0661764034177079,-0.3691300164664661,1.0
Iodomethane,-1.0,CI,141.939,2.0,0.0,1.0512,-0.0120973349641434,-0.0901343583883003,0.0
Pirimicarb,-1.95,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.291,17.0,1.0,1.2198399999999998,0.4155543359875375,-0.3906512038129714,6.0
"2,2',3,4,5,5',6-PCB",-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,395.3270000000001,19.0,2.0,7.9274,0.080891680738642,-0.0843195879381981,0.0
indazole,-2.16,c2ccc1[nH]ncc1c2 ,118.13899999999998,9.0,2.0,1.5629,0.0649794495134094,-0.2778323518288517,2.0
Benzene ,-1.64,c1ccccc1,78.11399999999999,6.0,1.0,1.6866,-0.0622685707820924,-0.0622685707820924,0.0
o-Aminophenol,-0.72,Nc1ccccc1O,109.128,8.0,1.0,0.9744,0.1379582017231643,-0.5057961642180998,2.0
Naled,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,380.784,13.0,0.0,3.651200000000001,0.4749759200350308,-0.290207889373259,4.0
Anthracene,-6.35,c1ccc2cc3ccccc3cc2c1,178.23399999999995,14.0,3.0,3.993000000000002,-0.0177651677696976,-0.0616293497845887,0.0
Carbaryl,-3.224,CNC(=O)Oc1cccc2ccccc12,201.225,15.0,2.0,2.5580000000000007,0.4118597328988006,-0.4096970676079811,3.0
difluron,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,310.687,21.0,2.0,3.5801000000000016,0.32565693796833,-0.3076428988026349,4.0
N-Methylaniline ,-1.28,CNc1ccccc1,107.15599999999998,8.0,1.0,1.7283,0.0337042914585278,-0.3881220693538709,1.0
indoline,-1.04,c2ccc1NCCc1c2 ,119.167,9.0,2.0,1.6545999999999998,0.0372991231880165,-0.384487805594405,1.0
Phenacetin,-2.35,CCOc1ccc(NC(=O)C)cc1,179.219,13.0,1.0,2.0437,0.2207474363188342,-0.4938874337901201,3.0
"1,2,4-tribromobenzene",-4.5,c1(Br)c(Br)cc(Br)cc1,314.802,9.0,1.0,3.974100000000001,0.0328166966743176,-0.0507965574256909,0.0
"2,2,4-Trimethylpentane",-4.74,CC(C)CC(C)(C)C,114.232,8.0,0.0,3.0786000000000016,-0.0380182182521641,-0.0627537216075963,0.0
Monuron,-2.89,CN(C)C(=O)Nc1ccc(Cl)cc1,198.653,13.0,1.0,2.4335000000000004,0.3208166500333932,-0.3306530434360201,3.0
2-Hydroxypyridine,1.02,Oc1ccccn1,95.101,7.0,1.0,0.7871999999999999,0.2101556655890583,-0.4932684477850818,2.0
1-Octadecanol,-8.4,CCCCCCCCCCCCCCCCCCO,270.50099999999986,19.0,0.0,6.240200000000008,0.043052407228889,-0.3963765693422824,1.0
Etomidate,-4.735,CCOC(=O)c1cncn1C(C)c2ccccc2,244.294,18.0,2.0,2.669100000000001,0.3561219402575009,-0.4612735981192363,4.0
2-Methyl-2-heptanol,-1.72,CCCCCC(C)(C)O,130.231,9.0,0.0,2.337600000000001,0.0591322910592411,-0.390471997481796,1.0
nevirapine,-3.19,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,266.30400000000003,20.0,4.0,2.6512200000000004,0.259040848923194,-0.3184743028957275,5.0
Chloroethane,-1.06,ClCC,64.515,3.0,0.0,1.2451,0.0194567003813329,-0.1270176561891577,0.0
3-Pentanoyloxymethylphenytoin,-4.678,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,366.417,27.0,3.0,3.172900000000002,0.3278664007666814,-0.4435958605585316,6.0
3-Octanol,-1.98,CCCCCC(O)CC,130.23099999999997,9.0,0.0,2.3376,0.0537220273745857,-0.3931422119493265,1.0
2-Ethyltoluene,-3.21,CCc1ccccc1C,120.19499999999996,9.0,1.0,2.5574200000000005,-0.030481428649992,-0.0619848467160967,0.0
Pencycuron,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,328.843,23.0,3.0,5.316700000000004,0.3218948009251699,-0.3172279914126089,3.0
RTI 3,-3.043,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,255.277,19.0,3.0,2.35452,0.263203419373098,-0.4359639517646389,5.0
Dibenzofurane,-4.6,o1c2ccccc2c3ccccc13,168.195,13.0,3.0,3.586000000000002,0.1349200111541054,-0.4560668379804643,1.0
Methoproptryne,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1,271.39,18.0,1.0,1.8622,0.2281902363409875,-0.3846203199809733,6.0
2-Methylnapthalene,-3.77,Cc1ccc2ccccc2c1,142.201,11.0,2.0,3.148220000000001,-0.0181404739742285,-0.0616297075778091,0.0
RTI 23,-5.153,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,283.331,21.0,3.0,3.122320000000001,0.2589965608147678,-0.4966744376742703,5.0
Hypoxanthine,-2.296,O=c1[nH]cnc2nc[nH]c12 ,136.114,10.0,2.0,-0.3538,0.2762579987223569,-0.338674824204365,5.0
Permethrin,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,391.2940000000001,26.0,3.0,6.113300000000004,0.3099576442525119,-0.4605632650776904,3.0
Acrolein,0.57,C=CC=O,56.064,4.0,0.0,0.3712999999999999,0.1417458219422101,-0.2985870897392271,1.0
Propylisopropylether,-1.34,CCCOC(C)C,102.17699999999998,7.0,0.0,1.8214,0.0518359739160699,-0.378808647594631,1.0
Furfural,-0.1,O=Cc1ccco1,96.08499999999998,7.0,1.0,1.0920999999999998,0.1848008664958697,-0.4615648134016627,2.0
9-anthrol,-4.73,c3ccc2c(O)c1ccccc1cc2c3 ,194.233,15.0,3.0,3.6986000000000017,0.1307196953989016,-0.5066549035478505,1.0
p-Fluoroacetanilide,-1.78,CC(=O)Nc1ccc(F)cc1,153.156,11.0,1.0,1.7840999999999998,0.2207474281609265,-0.3263356017121839,2.0
"3,3-Dimethyl-1-butanol",-0.5,CC(C)(C)CCO,102.177,7.0,0.0,1.4149,0.0435513422192397,-0.396355330770094,1.0
5-Ethyl-5-(3-methylbutyl)barbital,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,226.27599999999995,16.0,1.0,1.1849999999999992,0.3276318689614549,-0.2768228775012217,5.0
Di-n-propylsulfide,-2.58,CCCSCCC,118.245,7.0,0.0,2.539600000000001,-0.0070166870604057,-0.1620292674116231,0.0
6-Methylchrysene,-6.57,Cc1cc2c3ccccc3ccc2c4ccccc14,242.321,19.0,4.0,5.454620000000004,-0.0096322295483869,-0.0616289926693098,0.0
Ethyl propyl ether,-0.66,CCCOCC,88.14999999999999,6.0,0.0,1.4329,0.0462761422277184,-0.3817499234700282,1.0
XMC,-2.581,CNC(=O)Oc1cc(C)cc(C)c1,179.219,13.0,1.0,2.02164,0.4118386554059688,-0.4103450095932129,3.0
Tetrahydrofurane ,0.49,C1CCOC1,72.107,5.0,1.0,0.7968,0.0466381698498417,-0.3814493819627182,1.0
Hexestrol,-4.43,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.372,20.0,2.0,4.785200000000005,0.1150951999593518,-0.5079666423008401,2.0
5-Allyl-5-ethylbarbital,-1.614,O=C1NC(=O)NC(=O)C1(CC)CC=C,196.206,14.0,1.0,0.3248999999999995,0.3276321831836454,-0.2768126031505224,5.0
methyl nicotinate,-0.46,COC(=O)c1cccnc1 ,137.138,10.0,1.0,0.8681999999999999,0.3389216292564587,-0.4653769298155801,3.0
"2,2',3,4,4',5',6-PCB",-7.92,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,395.3270000000001,19.0,2.0,7.9274,0.0808916806834215,-0.0842881560062208,0.0
Chloroacetonitrile,-0.092,ClCC#N,75.498,4.0,0.0,0.74878,0.1094698053028726,-0.1970078394159534,1.0
Kepone,-5.259,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,490.6390000000001,21.0,6.0,4.6182,0.1819084010622815,-0.2954114456278181,1.0
Danazol,-5.507,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,337.4630000000001,25.0,5.0,4.221000000000004,0.162309704369507,-0.3770338698968007,3.0
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,238.287,17.0,1.0,1.3510999999999993,0.3276324761727238,-0.27680324323902,5.0
methyl laurate,-4.69,CCCCCCCCCCCC(=O)OC,214.349,15.0,0.0,4.080300000000003,0.3050018388563536,-0.4689954278205915,2.0
thiofanox,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C ,218.322,14.0,0.0,2.1075,0.4325867158654917,-0.3226582022908714,4.0
Dicofol,-5.666,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,370.49,20.0,2.0,5.599500000000002,0.2265872716614569,-0.3758393977853581,1.0
Nitrapyrin,-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl,230.909,11.0,1.0,3.5617,0.2321254958898126,-0.236619718296144,1.0
Triazolam,-4.09,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,343.2170000000001,23.0,4.0,4.233520000000003,0.1588744327428707,-0.2809619715976761,4.0
Dipropyl ether,-1.62,CCCOCCC,102.177,7.0,0.0,1.823,0.0462900699892928,-0.3814740119982717,1.0
chloropropylate,-4.53,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,339.21800000000013,22.0,2.0,4.180900000000003,0.3474446513818069,-0.4603106538885211,3.0
5-methylcytosine,-1.458,Nc1c(C)c[nH]c(=O)n1 ,125.131,9.0,1.0,-0.3394800000000001,0.3463677390537401,-0.3832627909063685,4.0
Lovastatin,-6.005,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,404.54700000000025,29.0,3.0,4.195500000000004,0.3084308049809095,-0.4621877666927909,5.0
"2,3,4-Trimethylpentane",-4.8,CC(C)C(C)C(C)C,114.232,8.0,0.0,2.9345000000000017,-0.0396430090790655,-0.0625091139928693,0.0
Ethyne,0.29,C#C,26.038,2.0,0.0,0.2493999999999999,-0.1235442874286934,-0.1235442874286934,0.0
"1,3-Butadiene",-1.87,C=CC=C,54.09199999999999,4.0,0.0,1.3584,-0.0700823082661021,-0.0990867373646055,0.0
4-Nitroacetanilide,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,180.163,13.0,1.0,1.5531999999999997,0.2690754603570359,-0.3263305335009222,5.0
3-Heptanoyloxymethylphenytoin,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,394.471,29.0,3.0,3.9531000000000014,0.3278664007666814,-0.4435958595532229,6.0
Propyl butyrate,-1.92,CCCC(=O)OC,102.13299999999998,7.0,0.0,0.9595,0.3049912187974062,-0.4689955544512965,2.0
Chlorazine,-4.411,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,257.76899999999995,17.0,1.0,2.2174,0.2309447884507672,-0.3412001932862821,5.0
"2,2',4,5'-PCB",-6.57,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,291.992,16.0,2.0,5.967200000000002,0.04992438334269,-0.0843195950878647,0.0
Maltose,0.358,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297,23.0,2.0,-5.397199999999993,0.1867323035692516,-0.3935665150908041,11.0
Methyl decanoate,-4.69,CCCCCCCCCC(=O)OC,186.295,13.0,0.0,3.3001000000000023,0.3050018388563536,-0.4689954278205915,2.0
